Organization Code,Orgnazation Name,Student Pct Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,Female Graduation Rate,Male Graduation Rate,Pupil/Teacher Ratio,Teacher Pct Minority,Teacher Count,Total FTE,Average Salary,Female AP Enrollment,Male AP Enrollment,Total AP Enrollment
70,WESTMINSTER 50,0.8261,14,0.7676000000000001,9626,0.5710000000000001,0.647,0.507,18.7665,0.9871086556169429,543,534.8,54839.88,0,0,0
70,WESTMINSTER 50,0.8261,14,0.7676000000000001,9626,0.5710000000000001,0.647,0.507,18.7665,0.9871086556169429,543,534.8,54839.88,0,0,0
100,ALAMOSA RE-11J,0.7134999999999999,14,0.6784,2136,0.745,0.8240000000000001,0.679,25.197499999999998,0.9915966386554622,119,118.3,45180.91,107,68,175
100,ALAMOSA RE-11J,0.7134999999999999,14,0.6784,2136,0.745,0.8240000000000001,0.679,25.197499999999998,0.9915966386554622,119,118.3,45180.91,107,68,175
110,SANGRE DE CRISTO RE-22J,0.3353,14,0.6043999999999999,321,1.0,1.0,1.0,12.895,0.962962962962963,27,27.1,34341.33,10,5,15
110,SANGRE DE CRISTO RE-22J,0.3353,14,0.6043999999999999,321,1.0,1.0,1.0,12.895,0.962962962962963,27,27.1,34341.33,10,5,15
120,ENGLEWOOD 1,0.47979999999999995,14,0.6224000000000001,2656,0.496,0.573,0.429,19.99,1.0,194,186.0,53004.72,71,58,129
120,ENGLEWOOD 1,0.47979999999999995,14,0.6224000000000001,2656,0.496,0.573,0.429,19.99,1.0,194,186.0,53004.72,71,58,129
123,SHERIDAN 2,0.862,14,0.9092,1376,0.602,0.6709999999999999,0.5,42.449999999999996,1.0,93,86.9,47769.53,0,0,0
123,SHERIDAN 2,0.862,14,0.9092,1376,0.602,0.6709999999999999,0.5,42.449999999999996,1.0,93,86.9,47769.53,0,0,0
130,CHERRY CREEK 5,0.45289999999999997,14,0.3028,52805,0.866,0.899,0.8320000000000001,21.555161290322584,0.9780882819942839,3149,3039.1,64839.96,5497,4601,10098
130,CHERRY CREEK 5,0.45289999999999997,14,0.3028,52805,0.866,0.899,0.8320000000000001,21.555161290322584,0.9780882819942839,3149,3039.1,64839.96,5497,4601,10098
140,LITTLETON 6,0.26,14,0.19079999999999997,15007,0.907,0.927,0.887,21.839565217391304,0.9942857142857143,875,843.8,60413.52,1378,1153,2531
140,LITTLETON 6,0.26,14,0.19079999999999997,15007,0.907,0.927,0.887,21.839565217391304,0.9942857142857143,875,843.8,60413.52,1378,1153,2531
170,DEER TRAIL 26J,0.2065,14,0.5697,165,1.0,1.0,1.0,9.9,1.0,19,18.8,36874.81,0,0,0
170,DEER TRAIL 26J,0.2065,14,0.5697,165,1.0,1.0,1.0,9.9,1.0,19,18.8,36874.81,0,0,0
180,ADAMS-ARAPAHOE 28J,0.8225,14,0.6970999999999999,40009,0.5589999999999999,0.606,0.513,22.949310344827584,0.9848619768477292,2246,2236.3,48704.42,369,298,667
180,ADAMS-ARAPAHOE 28J,0.8225,14,0.6970999999999999,40009,0.5589999999999999,0.606,0.513,22.949310344827584,0.9848619768477292,2246,2236.3,48704.42,369,298,667
190,BYERS 32J,0.21710000000000002,14,0.1353,2099,0.892,0.7859999999999999,0.9570000000000001,29.882857142857144,1.0,81,71.6,41179.04,24,10,34
190,BYERS 32J,0.21710000000000002,14,0.1353,2099,0.892,0.7859999999999999,0.9570000000000001,29.882857142857144,1.0,81,71.6,41179.04,24,10,34
220,ARCHULETA COUNTY 50 JT,0.37929999999999997,14,0.5241,1326,0.863,0.897,0.8390000000000001,15.746666666666668,1.0,87,84.6,43048.25,0,0,0
220,ARCHULETA COUNTY 50 JT,0.37929999999999997,14,0.5241,1326,0.863,0.897,0.8390000000000001,15.746666666666668,1.0,87,84.6,43048.25,0,0,0
230,WALSH RE-1,0.2372,14,0.5373,134,0.938,0.833,1.0,9.49,1.0,15,16.5,32130.26,26,49,75
230,WALSH RE-1,0.2372,14,0.5373,134,0.938,0.833,1.0,9.49,1.0,15,16.5,32130.26,26,49,75
240,PRITCHETT RE-3,0.16219999999999998,14,0.5278,36,1.0,0.0,1.0,2.9899999999999998,1.0,9,12.8,18103.61,0,3,3
240,PRITCHETT RE-3,0.16219999999999998,14,0.5278,36,1.0,0.0,1.0,2.9899999999999998,1.0,9,12.8,18103.61,0,3,3
250,SPRINGFIELD RE-4,0.2207,14,0.6756,262,0.917,0.9,0.929,8.71,0.962962962962963,27,34.1,28648.32,0,0,0
250,SPRINGFIELD RE-4,0.2207,14,0.6756,262,0.917,0.9,0.929,8.71,0.962962962962963,27,34.1,28648.32,0,0,0
260,VILAS RE-5,0.25,14,0.75,96,0.192,0.25,0.14300000000000002,10.170000000000002,1.0,12,10.6,34014.76,1,0,1
260,VILAS RE-5,0.25,14,0.75,96,0.192,0.25,0.14300000000000002,10.170000000000002,1.0,12,10.6,34014.76,1,0,1
270,CAMPO RE-6,0.0682,14,0.7805,41,1.0,0.0,1.0,4.5600000000000005,1.0,11,9.8,30984.0,0,0,0
270,CAMPO RE-6,0.0682,14,0.7805,41,1.0,0.0,1.0,4.5600000000000005,1.0,11,9.8,30984.0,0,0,0
290,LAS ANIMAS RE-1,0.4731,14,0.7905,463,0.875,0.9,0.857,15.0025,1.0,37,34.2,36384.08,0,0,0
290,LAS ANIMAS RE-1,0.4731,14,0.7905,463,0.875,0.9,0.857,15.0025,1.0,37,34.2,36384.08,0,0,0
310,MC CLAVE RE-2,0.0143,14,0.6148,257,1.0,1.0,1.0,12.54,1.0,25,22.3,37244.56,0,0,0
310,MC CLAVE RE-2,0.0143,14,0.6148,257,1.0,1.0,1.0,12.54,1.0,25,22.3,37244.56,0,0,0
470,ST VRAIN VALLEY RE 1J,0.35700000000000004,14,0.3006,29692,0.83,0.884,0.779,19.08686274509804,1.0,1750,1694.3,48975.75,727,672,1399
470,ST VRAIN VALLEY RE 1J,0.35700000000000004,14,0.3006,29692,0.83,0.884,0.779,19.08686274509804,1.0,1750,1694.3,48975.75,727,672,1399
480,BOULDER VALLEY RE 2,0.3032,14,0.1974,30032,0.9179999999999999,0.938,0.899,19.19578947368421,0.9880239520958084,1837,1676.6,65410.92,3209,2780,5989
480,BOULDER VALLEY RE 2,0.3032,14,0.1974,30032,0.9179999999999999,0.938,0.899,19.19578947368421,0.9880239520958084,1837,1676.6,65410.92,3209,2780,5989
490,BUENA VISTA R-31,0.15789999999999998,14,0.41840000000000005,889,0.807,0.88,0.75,12.6,1.0,69,64.1,41978.63,1,1,2
490,BUENA VISTA R-31,0.15789999999999998,14,0.41840000000000005,889,0.807,0.88,0.75,12.6,1.0,69,64.1,41978.63,1,1,2
500,SALIDA R-32,0.19260000000000002,14,0.35609999999999997,1126,0.88,0.8440000000000001,0.907,27.155,1.0,76,73.7,42338.38,97,26,123
500,SALIDA R-32,0.19260000000000002,14,0.35609999999999997,1126,0.88,0.8440000000000001,0.907,27.155,1.0,76,73.7,42338.38,97,26,123
510,KIT CARSON R-1,0.1759,14,0.3981,108,0.833,0.75,1.0,6.025,1.0,16,17.9,30627.63,0,0,0
510,KIT CARSON R-1,0.1759,14,0.3981,108,0.833,0.75,1.0,6.025,1.0,16,17.9,30627.63,0,0,0
520,CHEYENNE COUNTY RE-5,0.1923,14,0.44770000000000004,172,0.833,0.833,0.833,10.07,1.0,18,18.0,35727.35,0,0,0
520,CHEYENNE COUNTY RE-5,0.1923,14,0.44770000000000004,172,0.833,0.833,0.833,10.07,1.0,18,18.0,35727.35,0,0,0
540,CLEAR CREEK RE-1,0.1506,14,0.253,822,0.8079999999999999,0.958,0.679,15.863999999999999,1.0,64,61.0,39694.95,8,9,17
540,CLEAR CREEK RE-1,0.1506,14,0.253,822,0.8079999999999999,0.958,0.679,15.863999999999999,1.0,64,61.0,39694.95,8,9,17
550,NORTH CONEJOS RE-1J,0.584,14,0.6618,964,0.852,0.8240000000000001,0.872,14.99,1.0,73,71.1,40068.78,0,0,0
550,NORTH CONEJOS RE-1J,0.584,14,0.6618,964,0.852,0.8240000000000001,0.872,14.99,1.0,73,71.1,40068.78,0,0,0
560,SANFORD 6J,0.3325,14,0.5604,364,0.9470000000000001,0.909,1.0,14.719999999999999,0.9259259259259259,27,26.5,39415.53,5,10,15
560,SANFORD 6J,0.3325,14,0.5604,364,0.9470000000000001,0.909,1.0,14.719999999999999,0.9259259259259259,27,26.5,39415.53,5,10,15
580,SOUTH CONEJOS RE-10,0.8623999999999999,14,0.8028,218,1.0,1.0,1.0,9.82,1.0,22,22.1,36720.14,0,0,0
580,SOUTH CONEJOS RE-10,0.8623999999999999,14,0.8028,218,1.0,1.0,1.0,9.82,1.0,22,22.1,36720.14,0,0,0
640,CENTENNIAL R-1,0.9186,14,0.8829,205,1.0,1.0,1.0,10.63,1.0,21,20.8,31233.31,0,0,0
640,CENTENNIAL R-1,0.9186,14,0.8829,205,1.0,1.0,1.0,10.63,1.0,21,20.8,31233.31,0,0,0
740,SIERRA GRANDE R-30,0.8109999999999999,14,0.815,254,0.9,0.875,0.909,11.75,1.0,22,21.6,39734.76,0,0,0
740,SIERRA GRANDE R-30,0.8109999999999999,14,0.815,254,0.9,0.875,0.909,11.75,1.0,22,21.6,39734.76,0,0,0
770,CROWLEY COUNTY RE-1-J,0.4142,14,0.7048000000000001,437,0.7140000000000001,0.733,0.6920000000000001,14.183333333333332,0.9666666666666667,30,30.8,34362.14,0,0,0
770,CROWLEY COUNTY RE-1-J,0.4142,14,0.7048000000000001,437,0.7140000000000001,0.733,0.6920000000000001,14.183333333333332,0.9666666666666667,30,30.8,34362.14,0,0,0
860,CUSTER COUNTY SCHOOL DISTRICT C-1,0.0806,14,0.4877,365,0.8540000000000001,0.778,0.9129999999999999,12.520000000000001,0.96875,32,31.3,35549.09,9,2,11
860,CUSTER COUNTY SCHOOL DISTRICT C-1,0.0806,14,0.4877,365,0.8540000000000001,0.778,0.9129999999999999,12.520000000000001,0.96875,32,31.3,35549.09,9,2,11
870,DELTA COUNTY 50(J),0.2579,14,0.5245000000000001,4787,0.816,0.848,0.784,23.00625,1.0,294,283.4,37019.11,246,244,490
870,DELTA COUNTY 50(J),0.2579,14,0.5245000000000001,4787,0.816,0.848,0.784,23.00625,1.0,294,283.4,37019.11,246,244,490
880,DENVER COUNTY 1,0.7795000000000001,14,0.7033,83891,0.628,0.688,0.5720000000000001,15.680319148936169,0.969357380493784,5711,5849.9,43508.2,4784,3909,8693
880,DENVER COUNTY 1,0.7795000000000001,14,0.7033,83891,0.628,0.688,0.5720000000000001,15.680319148936169,0.969357380493784,5711,5849.9,43508.2,4784,3909,8693
890,DOLORES COUNTY RE NO.2,0.0483,14,0.512,250,0.821,0.882,0.727,10.766666666666666,1.0,25,24.8,34505.1,0,0,0
890,DOLORES COUNTY RE NO.2,0.0483,14,0.512,250,0.821,0.882,0.727,10.766666666666666,1.0,25,24.8,34505.1,0,0,0
900,DOUGLAS COUNTY RE 1,0.2465,14,0.1128,64960,0.889,0.9079999999999999,0.871,22.430470588235295,0.9905335628227194,3486,3388.0,50165.0,4841,3750,8591
900,DOUGLAS COUNTY RE 1,0.2465,14,0.1128,64960,0.889,0.9079999999999999,0.871,22.430470588235295,0.9905335628227194,3486,3388.0,50165.0,4841,3750,8591
910,EAGLE COUNTY RE 50,0.5516,14,0.4144,6464,0.816,0.843,0.7859999999999999,15.651111111111113,0.989010989010989,455,433.3,46339.15,511,410,921
910,EAGLE COUNTY RE 50,0.5516,14,0.4144,6464,0.816,0.843,0.7859999999999999,15.651111111111113,0.989010989010989,455,433.3,46339.15,511,410,921
920,ELIZABETH C-1,0.14029999999999998,14,0.1791,2429,0.9179999999999999,0.932,0.9059999999999999,44.6125,1.0,160,150.2,37312.62,86,60,146
920,ELIZABETH C-1,0.14029999999999998,14,0.1791,2429,0.9179999999999999,0.932,0.9059999999999999,44.6125,1.0,160,150.2,37312.62,86,60,146
930,KIOWA C-2,0.1533,14,0.332,259,0.889,0.9329999999999999,0.857,10.353333333333333,1.0,28,27.2,33894.25,7,8,15
930,KIOWA C-2,0.1533,14,0.332,259,0.889,0.9329999999999999,0.857,10.353333333333333,1.0,28,27.2,33894.25,7,8,15
940,BIG SANDY 100J,0.139,14,0.4515,268,0.905,0.929,0.857,11.013333333333334,1.0,29,26.5,36255.2,0,0,0
940,BIG SANDY 100J,0.139,14,0.4515,268,0.905,0.929,0.857,11.013333333333334,1.0,29,26.5,36255.2,0,0,0
950,ELBERT 200,0.07690000000000001,14,0.3019,212,1.0,1.0,1.0,11.425,1.0,20,19.3,34241.26,0,0,0
950,ELBERT 200,0.07690000000000001,14,0.3019,212,1.0,1.0,1.0,11.425,1.0,20,19.3,34241.26,0,0,0
960,AGATE 300,0.2,14,0.5,10,0.0,0.0,0.0,4.49,1.0,5,2.2,35690.28,0,0,0
960,AGATE 300,0.2,14,0.5,10,0.0,0.0,0.0,4.49,1.0,5,2.2,35690.28,0,0,0
970,CALHAN RJ-1,0.1058,14,0.4475,438,0.833,0.857,0.81,14.933333333333332,1.0,33,31.4,36077.07,11,5,16
970,CALHAN RJ-1,0.1058,14,0.4475,438,0.833,0.857,0.81,14.933333333333332,1.0,33,31.4,36077.07,11,5,16
980,HARRISON 2,0.7328,14,0.7195999999999999,11441,0.7759999999999999,0.812,0.74,16.635,0.9710982658959537,692,679.4,41654.45,0,0,0
980,HARRISON 2,0.7328,14,0.7195999999999999,11441,0.7759999999999999,0.812,0.74,16.635,0.9710982658959537,692,679.4,41654.45,0,0,0
990,WIDEFIELD 3,0.4868,14,0.4497,8839,0.8109999999999999,0.865,0.76,17.247500000000002,0.9736842105263158,532,522.4,43995.76,561,403,964
990,WIDEFIELD 3,0.4868,14,0.4497,8839,0.8109999999999999,0.865,0.76,17.247500000000002,0.9736842105263158,532,522.4,43995.76,561,403,964
1000,FOUNTAIN 8,0.5188,14,0.4572,7758,0.823,0.855,0.795,15.574999999999998,1.0,519,505.4,46941.89,277,227,504
1000,FOUNTAIN 8,0.5188,14,0.4572,7758,0.823,0.855,0.795,15.574999999999998,1.0,519,505.4,46941.89,277,227,504
1010,COLORADO SPRINGS 11,0.4826,14,0.595,27676,0.682,0.743,0.62,16.004736842105263,0.9869243888573053,1759,1727.8,45315.15,344,302,646
1010,COLORADO SPRINGS 11,0.4826,14,0.595,27676,0.682,0.743,0.62,16.004736842105263,0.9869243888573053,1759,1727.8,45315.15,344,302,646
1020,CHEYENNE MOUNTAIN 12,0.2706,14,0.14550000000000002,5009,0.9590000000000001,0.968,0.9490000000000001,15.712727272727276,0.9914772727272727,352,349.7,43094.1,358,328,686
1020,CHEYENNE MOUNTAIN 12,0.2706,14,0.14550000000000002,5009,0.9590000000000001,0.968,0.9490000000000001,15.712727272727276,0.9914772727272727,352,349.7,43094.1,358,328,686
1030,MANITOU SPRINGS 14,0.1495,14,0.2681,1421,0.895,0.9570000000000001,0.825,14.202499999999999,1.0,102,98.8,41745.7,0,0,0
1030,MANITOU SPRINGS 14,0.1495,14,0.2681,1421,0.895,0.9570000000000001,0.825,14.202499999999999,1.0,102,98.8,41745.7,0,0,0
1040,ACADEMY 20,0.25920000000000004,14,0.1275,24245,0.898,0.917,0.88,16.018571428571423,0.9873657612128869,1583,1500.6,46251.35,1924,1724,3648
1040,ACADEMY 20,0.25920000000000004,14,0.1275,24245,0.898,0.917,0.88,16.018571428571423,0.9873657612128869,1583,1500.6,46251.35,1924,1724,3648
1050,ELLICOTT 22,0.35729999999999995,14,0.6875,992,0.804,0.8640000000000001,0.75,14.646666666666667,0.9852941176470589,68,72.9,34728.68,0,0,0
1050,ELLICOTT 22,0.35729999999999995,14,0.6875,992,0.804,0.8640000000000001,0.75,14.646666666666667,0.9852941176470589,68,72.9,34728.68,0,0,0
1060,PEYTON 23 JT,0.19940000000000002,14,0.3078,601,0.9620000000000001,0.9620000000000001,0.963,12.236666666666665,1.0,43,46.5,34760.67,0,0,0
1060,PEYTON 23 JT,0.19940000000000002,14,0.3078,601,0.9620000000000001,0.9620000000000001,0.963,12.236666666666665,1.0,43,46.5,34760.67,0,0,0
1070,HANOVER 28,0.3385,14,0.7595000000000001,237,0.857,0.9,0.75,13.9,1.0,16,17.0,36929.41,0,0,0
1070,HANOVER 28,0.3385,14,0.7595000000000001,237,0.857,0.9,0.75,13.9,1.0,16,17.0,36929.41,0,0,0
1080,LEWIS-PALMER 38,0.1856,14,0.0875,5979,0.96,0.961,0.958,17.09444444444445,0.9649595687331536,371,348.5,44255.38,670,645,1315
1080,LEWIS-PALMER 38,0.1856,14,0.0875,5979,0.96,0.961,0.958,17.09444444444445,0.9649595687331536,371,348.5,44255.38,670,645,1315
1110,FALCON 49,0.3943,14,0.32520000000000004,19274,0.645,0.66,0.628,21.031818181818185,0.9879518072289156,913,919.8,40682.68,357,311,668
1110,FALCON 49,0.3943,14,0.32520000000000004,19274,0.645,0.66,0.628,21.031818181818185,0.9879518072289156,913,919.8,40682.68,357,311,668
1120,EDISON 54 JT,0.1014,14,0.4545,209,0.5379999999999999,0.667,0.429,28.99,1.0,12,12.0,34867.55,0,0,0
1120,EDISON 54 JT,0.1014,14,0.4545,209,0.5379999999999999,0.667,0.429,28.99,1.0,12,12.0,34867.55,0,0,0
1130,MIAMI/YODER 60 JT,0.2158,14,0.64,250,0.75,0.857,0.667,11.835,1.0,22,25.1,29080.8,0,0,0
1130,MIAMI/YODER 60 JT,0.2158,14,0.64,250,0.75,0.857,0.667,11.835,1.0,22,25.1,29080.8,0,0,0
1140,CANON CITY RE-1,0.1726,14,0.5626,3603,0.7759999999999999,0.812,0.741,21.32777777777778,1.0,234,228.2,45334.74,0,0,0
1140,CANON CITY RE-1,0.1726,14,0.5626,3603,0.7759999999999999,0.812,0.741,21.32777777777778,1.0,234,228.2,45334.74,0,0,0
1150,FREMONT RE-2,0.2054,14,0.5302,1373,0.8140000000000001,0.828,0.805,14.040000000000001,1.0,100,97.1,40639.09,0,0,0
1150,FREMONT RE-2,0.2054,14,0.5302,1373,0.8140000000000001,0.828,0.805,14.040000000000001,1.0,100,97.1,40639.09,0,0,0
1160,COTOPAXI RE-3,0.086,14,0.5911,203,0.769,1.0,0.7,11.79,1.0,19,18.9,32230.83,0,0,0
1160,COTOPAXI RE-3,0.086,14,0.5911,203,0.769,1.0,0.7,11.79,1.0,19,18.9,32230.83,0,0,0
1180,ROARING FORK RE-1,0.5692,14,0.4291,5423,0.831,0.8959999999999999,0.768,14.846666666666666,1.0,372,354.0,47515.84,72,44,116
1180,ROARING FORK RE-1,0.5692,14,0.4291,5423,0.831,0.8959999999999999,0.768,14.846666666666666,1.0,372,354.0,47515.84,72,44,116
1195,GARFIELD RE-2,0.4656,14,0.5377000000000001,4668,0.805,0.878,0.741,16.554000000000002,0.993127147766323,291,287.0,40255.85,128,114,242
1195,GARFIELD RE-2,0.4656,14,0.5377000000000001,4668,0.805,0.878,0.741,16.554000000000002,0.993127147766323,291,287.0,40255.85,128,114,242
1220,GARFIELD 16,0.4181,14,0.48840000000000006,952,0.75,0.857,0.643,17.137500000000003,1.0,60,58.6,38448.24,173,180,353
1220,GARFIELD 16,0.4181,14,0.48840000000000006,952,0.75,0.857,0.643,17.137500000000003,1.0,60,58.6,38448.24,173,180,353
1330,GILPIN COUNTY RE-1,0.2214,14,0.2688,398,0.9470000000000001,0.9,1.0,12.065000000000001,0.972972972972973,37,35.9,43409.86,17,13,30
1330,GILPIN COUNTY RE-1,0.2214,14,0.2688,398,0.9470000000000001,0.9,1.0,12.065000000000001,0.972972972972973,37,35.9,43409.86,17,13,30
1350,EAST GRAND 2,0.16469999999999999,14,0.2985,1236,0.855,0.941,0.7859999999999999,12.892,0.9797979797979798,99,94.1,45016.05,101,74,175
1350,EAST GRAND 2,0.16469999999999999,14,0.2985,1236,0.855,0.941,0.7859999999999999,12.892,0.9797979797979798,99,94.1,45016.05,101,74,175
1360,GUNNISON WATERSHED RE1J,0.1975,14,0.2526,1849,0.871,0.93,0.809,19.684285714285718,1.0,132,129.2,45228.29,25,28,53
1360,GUNNISON WATERSHED RE1J,0.1975,14,0.2526,1849,0.871,0.93,0.809,19.684285714285718,1.0,132,129.2,45228.29,25,28,53
1380,HINSDALE COUNTY RE 1,0.125,14,0.3333,87,1.0,1.0,1.0,7.6,1.0,10,11.3,28812.39,0,0,0
1380,HINSDALE COUNTY RE 1,0.125,14,0.3333,87,1.0,1.0,1.0,7.6,1.0,10,11.3,28812.39,0,0,0
1390,HUERFANO RE-1,0.6965,14,0.8254,504,0.741,0.75,0.733,12.026666666666666,1.0,44,44.1,33680.91,0,0,0
1390,HUERFANO RE-1,0.6965,14,0.8254,504,0.741,0.75,0.733,12.026666666666666,1.0,44,44.1,33680.91,0,0,0
1400,LA VETA RE-2,0.2791,14,0.5867,196,0.909,0.857,1.0,11.25,1.0,20,19.3,38493.45,0,0,0
1400,LA VETA RE-2,0.2791,14,0.5867,196,0.909,0.857,1.0,11.25,1.0,20,19.3,38493.45,0,0,0
1420,JEFFERSON COUNTY R-1,0.3285,14,0.3177,83613,0.8290000000000001,0.863,0.7979999999999999,23.34435582822086,0.9867494824016563,4830,4724.3,54100.42,6010,4852,10862
1420,JEFFERSON COUNTY R-1,0.3285,14,0.3177,83613,0.8290000000000001,0.863,0.7979999999999999,23.34435582822086,0.9867494824016563,4830,4724.3,54100.42,6010,4852,10862
1430,EADS RE-1,0.13140000000000002,14,0.3987,153,1.0,1.0,1.0,8.966666666666667,1.0,22,20.4,32812.07,0,0,0
1430,EADS RE-1,0.13140000000000002,14,0.3987,153,1.0,1.0,1.0,8.966666666666667,1.0,22,20.4,32812.07,0,0,0
1440,PLAINVIEW RE-2,0.0455,14,0.5161,62,0.6,0.6,0.0,6.225,1.0,10,10.6,32323.53,0,0,0
1440,PLAINVIEW RE-2,0.0455,14,0.5161,62,0.6,0.6,0.0,6.225,1.0,10,10.6,32323.53,0,0,0
1450,ARRIBA-FLAGLER C-20,0.13849999999999998,14,0.515,167,1.0,1.0,1.0,11.35,1.0,18,17.2,37255.88,0,0,0
1450,ARRIBA-FLAGLER C-20,0.13849999999999998,14,0.515,167,1.0,1.0,1.0,11.35,1.0,18,17.2,37255.88,0,0,0
1460,HI-PLAINS R-23,0.2703,14,0.6531,98,1.0,1.0,1.0,6.51,1.0,16,17.0,29716.54,0,0,0
1460,HI-PLAINS R-23,0.2703,14,0.6531,98,1.0,1.0,1.0,6.51,1.0,16,17.0,29716.54,0,0,0
1480,STRATTON R-4,0.217,14,0.6034,174,1.0,1.0,1.0,10.913333333333334,1.0,18,17.7,31448.62,0,0,0
1480,STRATTON R-4,0.217,14,0.6034,174,1.0,1.0,1.0,10.913333333333334,1.0,18,17.7,31448.62,0,0,0
1490,BETHUNE R-5,0.4103,14,0.7037,108,0.895,0.8,1.0,9.25,1.0,16,12.6,35922.54,0,0,0
1490,BETHUNE R-5,0.4103,14,0.7037,108,0.895,0.8,1.0,9.25,1.0,16,12.6,35922.54,0,0,0
1500,BURLINGTON RE-6J,0.45280000000000004,14,0.5934,701,0.825,0.92,0.75,14.676666666666668,0.9811320754716981,53,52.5,32905.19,0,0,0
1500,BURLINGTON RE-6J,0.45280000000000004,14,0.5934,701,0.825,0.92,0.75,14.676666666666668,0.9811320754716981,53,52.5,32905.19,0,0,0
1510,LAKE COUNTY R-1,0.7081000000000001,14,0.7505,982,0.767,0.8,0.737,25.5,1.0,57,56.5,36082.52,16,7,23
1510,LAKE COUNTY R-1,0.7081000000000001,14,0.7505,982,0.767,0.8,0.737,25.5,1.0,57,56.5,36082.52,16,7,23
1520,DURANGO 9-R,0.2816,14,0.2916,4410,0.818,0.81,0.828,29.239166666666662,1.0,303,283.2,49246.33,189,191,380
1520,DURANGO 9-R,0.2816,14,0.2916,4410,0.818,0.81,0.828,29.239166666666662,1.0,303,283.2,49246.33,189,191,380
1530,BAYFIELD 10 JT-R,0.20379999999999998,14,0.2943,1298,0.902,0.9109999999999999,0.892,14.94,1.0,91,88.8,45236.13,29,36,65
1530,BAYFIELD 10 JT-R,0.20379999999999998,14,0.2943,1298,0.902,0.9109999999999999,0.892,14.94,1.0,91,88.8,45236.13,29,36,65
1540,IGNACIO 11 JT,0.6409999999999999,14,0.4475,791,0.8,0.8,0.8,11.903333333333334,1.0,66,66.2,40006.66,0,0,0
1540,IGNACIO 11 JT,0.6409999999999999,14,0.4475,791,0.8,0.8,0.8,11.903333333333334,1.0,66,66.2,40006.66,0,0,0
1550,POUDRE R-1,0.262,14,0.3161,28224,0.8170000000000001,0.851,0.7859999999999999,17.077222222222222,0.9966386554621849,1785,1675.3,51077.21,2043,1955,3998
1550,POUDRE R-1,0.262,14,0.3161,28224,0.8170000000000001,0.851,0.7859999999999999,17.077222222222222,0.9966386554621849,1785,1675.3,51077.21,2043,1955,3998
1560,THOMPSON R2-J,0.24789999999999998,14,0.3593,15588,0.745,0.79,0.7040000000000001,17.97878787878788,1.0,916,860.3,46886.32,723,561,1284
1560,THOMPSON R2-J,0.24789999999999998,14,0.3593,15588,0.745,0.79,0.7040000000000001,17.97878787878788,1.0,916,860.3,46886.32,723,561,1284
1570,ESTES PARK R-3,0.27949999999999997,14,0.3655,1097,0.8859999999999999,0.902,0.87,17.4325,0.9888888888888889,90,81.8,44830.44,53,47,100
1570,ESTES PARK R-3,0.27949999999999997,14,0.3655,1097,0.8859999999999999,0.902,0.87,17.4325,0.9888888888888889,90,81.8,44830.44,53,47,100
1580,TRINIDAD 1,0.7776000000000001,14,0.7023999999999999,1025,0.785,0.7909999999999999,0.778,16.5325,0.9166666666666666,60,62.6,43778.2,0,0,0
1580,TRINIDAD 1,0.7776000000000001,14,0.7023999999999999,1025,0.785,0.7909999999999999,0.778,16.5325,0.9166666666666666,60,62.6,43778.2,0,0,0
1590,PRIMERO REORGANIZED 2,0.060899999999999996,14,0.4946,186,0.9229999999999999,1.0,0.8,10.135,1.0,19,19.4,36660.28,0,0,0
1590,PRIMERO REORGANIZED 2,0.060899999999999996,14,0.4946,186,0.9229999999999999,1.0,0.8,10.135,1.0,19,19.4,36660.28,0,0,0
1600,HOEHNE REORGANIZED 3,0.5179,14,0.3333,363,0.861,0.882,0.8420000000000001,16.06,1.0,23,22.6,36635.11,0,0,0
1600,HOEHNE REORGANIZED 3,0.5179,14,0.3333,363,0.861,0.882,0.8420000000000001,16.06,1.0,23,22.6,36635.11,0,0,0
1620,AGUILAR REORGANIZED 6,0.6,14,0.8276,116,0.5,0.5,0.5,7.225,1.0,13,18.0,20808.56,0,0,0
1620,AGUILAR REORGANIZED 6,0.6,14,0.8276,116,0.5,0.5,0.5,7.225,1.0,13,18.0,20808.56,0,0,0
1750,BRANSON REORGANIZED 82,0.35109999999999997,14,0.1889,450,0.625,0.733,0.444,14.665,1.0,26,25.2,39990.09,0,0,0
1750,BRANSON REORGANIZED 82,0.35109999999999997,14,0.1889,450,0.625,0.733,0.444,14.665,1.0,26,25.2,39990.09,0,0,0
1760,KIM REORGANIZED 88,0.1875,14,0.619,42,0.5,0.5,0.0,4.855,1.0,10,11.1,22440.78,0,0,0
1760,KIM REORGANIZED 88,0.1875,14,0.619,42,0.5,0.5,0.0,4.855,1.0,10,11.1,22440.78,0,0,0
1780,GENOA-HUGO C113,0.076,14,0.5584,154,0.636,1.0,0.429,8.99,1.0,19,18.3,34020.31,0,0,0
1780,GENOA-HUGO C113,0.076,14,0.5584,154,0.636,1.0,0.429,8.99,1.0,19,18.3,34020.31,0,0,0
1790,LIMON RE-4J,0.19329999999999997,14,0.3761,476,0.912,0.895,0.9329999999999999,14.915,1.0,33,31.9,33705.22,0,0,0
1790,LIMON RE-4J,0.19329999999999997,14,0.3761,476,0.912,0.895,0.9329999999999999,14.915,1.0,33,31.9,33705.22,0,0,0
